o:id,url,o:resource_template,o:resource_class,o:owner,o:is_public,o:item_set[o:id],o:item_set[dcterms:title],o:media[o:id],o:media[file],dcterms:title,dcterms:creator,dcterms:subject,dcterms:description,dcterms:publisher,dcterms:date,dcterms:type,dcterms:format,dcterms:identifier,dcterms:source,dcterms:language,dcterms:relation,dcterms:coverage,dcterms:alternative,dcterms:created,dcterms:available,dcterms:issued,dcterms:modified,dcterms:medium,dcterms:isPartOf,dcterms:hasPart,dcterms:isFormatOf,dcterms:spatial,dcterms:temporal,dcterms:bibliographicCitation,dcterms:provenance,bibo:annotates,bibo:owner,bibo:content,bibo:locator,bibo:numPages,bibo:number,bibo:pages,bibo:section,bibo:uri,bibo:volume,oc:location,oc:localUrl,oc:eventType,mads:birthPlace,mads:deathPlace,mads:fieldOfActivity,mads:fullerName,mads:hasDemonym,mads:hasRelatedAuthority,mads:hasVariant,mads:occupation,mads:useFor,mads:birthDate,mads:deathDate,mads:entityDescriptor,mads:honoraryTitle,skos:hasTopConcept,skos:prefLabel,skos:altLabel,skos:note,skos:definition,curation:location,curation:note,curation:status
28390,https://repositoriodigital.ohc.cu/s/repositoriodigital/item/28390,Still Image,dctype:StillImage,,True,4;24492,Colección de Postales de Santiago Gutierrez Oceguera,28423;28424,,Zaragoza,Comercial G.F.,Basílicas;Vírgen del Pilar;Fuentes;Calles;Alumbrado público;Árboles;Agua;Cúpulas;Ríos;Tranvías;Parques;Monumentos;Zaragoza;España;Comercial G.F.,"Tarjeta Postal con imágenes de lugares representativos de la ciudad de Zaragoza, Aragón (España). Las imágenes muestran los siguientes lugares: Catedral-Basílica de Nuestra Señora del Pilar, Monumento a los Mártires de la Religión y de la Patria frente a la sede del Banco Hispanoamericano en la Plaza de España de Zaragoza, Imagen de la Virgen del Pilar y Fuente del Parque José Antonio Labordeta.",,S/F,,"14,8 cm. x 9,9 cm.",11909,,es;en;fr,,,,,,,,,,,,España,,,,,,,,,,,,ohcah_cptsgo_000006496.jpg;ohcah_cptsgo_000006497.jpg,,,,,,,,,,,,,,,,,,,,,,,,,
28391,https://repositoriodigital.ohc.cu/s/repositoriodigital/item/28391,Still Image,dctype:StillImage,,True,4;24492,Colección de Postales de Santiago Gutierrez Oceguera,28425;28426,,Olot,F.I.T.E.R.,Montañas;Fuente de San Roque;Olot;España;F.I.T.E.R.,"Tarjeta Postal con dos imágenes de la localidad de Olot en Gerona, Cataluña (España). En la primera se pueden apreciar desde la altura los edificios de la ciudad y en la segunda la Fuente de San Roque. En la parte trasera de la postal aparece el logo de la editorial.",,S/F,,"14,9 cm. x 10,5 cm.",11910,,es,,,,,,,,,,,,España,,,,,,,,,,,,ohcah_cptsgo_000006498.jpg;ohcah_cptsgo_000006499.jpg,,,,,,,,,,,,,,,,,,,,,,,,,
28392,https://repositoriodigital.ohc.cu/s/repositoriodigital/item/28392,Still Image,dctype:StillImage,,True,4;24492,Colección de Postales de Santiago Gutierrez Oceguera,28427;28428,,La Toja,"S/A;Jones Smith, Paco;Rodríguez, José Luis;Campañá, A.;Puig-Ferrán, J.",Monumentos;Restaurantes;Instalaciones turísticas;Flores;Jardines;Árboles;Bañistas;La Toja;España,"Tarjeta Postal con cinco imágenes de lugares turísticos de la ciudad de La Toja en Galicia, España. Fotografías de A. Campañá y J. Puig-Ferrán. En el anverso de la postal se muestra el nombre de la ciudad y en la parte trasera aparecen un mensaje en español de Paco Jones Smith para José Luis Rodríguez, un sello postal con la imagen de Francisco Franco y un cuño gomígrafo.",,S/F;jun.,,"14,9 cm. x 10,1 cm.",11911,,es,,,,,,,,,,,,España,,,,,,,,,,,,ohcah_cptsgo_000006500.jpg;ohcah_cptsgo_000006501.jpg,,,,,,,,,,,,Remitente;Destinatario;Fotógrafo,,,,,,,,,,,,,
28395,https://repositoriodigital.ohc.cu/s/repositoriodigital/item/28395,Still Image,dctype:StillImage,,True,4;24492,Colección de Postales de Santiago Gutierrez Oceguera,28433;28434,,Calle de José Tartiere,"García Garrabella y Cía.;Aguilera Franco, M.",Plaza de la escandalera;Transeúntes;Avenidas;Alumbrado público;Árboles;Carros;Semáforos;Transporte terrestre;Motocicletas;Bicicletas;Carteles;Oviedo;España;García Garrabella y Cía. S.R.C.,"Tarjeta Postal con vista parcial de la Calle José Tartiere y los edificios de El Termómetro y del Banco Cajastur alrededor de la Plaza de la Escandalera en la ciudad de Oviedo en Asturias, España. El reverso de la postal presenta un mensaje en griego para M. Aguilar Franco, dos sellos postales, uno de ellos con la imagen de Francisco Franco y el otro con la imagen de un Galeón en la cual se lee ""Congreso de Instituciones Hispánicas 5-15 de junio de 1963"" y tres cuños. Tiene la marca de un sello el cual fue arrancado.",,S/F;sep.,,"14,9 cm. x 10,6 cm.",11914,,es;en;fr;el,,,,,,,,,,,,España,,,,,,,,,,,,ohcah_cptsgo_000006506.jpg;ohcah_cptsgo_000006507.jpg,,,,,,,,,,,,Destinataria,,,,,,,,,,,,,
28396,https://repositoriodigital.ohc.cu/s/repositoriodigital/item/28396,Still Image,dctype:StillImage,,True,4;24492,Colección de Postales de Santiago Gutierrez Oceguera,28435;28436,,Bejar,Fardi,Casas;Lagunas;Montañas;Nieve;Bejar;España;Fardi,"Tarjeta Postal con vista parcial del pueblo de Bejar en Salamanca durante la temporada invernal en Castilla y León (España). En el reverso de la postal aparecen un mensaje en español de Francisco y Pura para sus hijos Julio y Flora, un cuño y una estampilla de color blanco con la imagen de una española con su traje típico de la zona.",,S/F;nov.,,"14,9 cm. x 10 cm.",11915,,es,,,,,,,,,,,,España,,,,,,,,,,,,ohcah_cptsgo_000006508.jpg;ohcah_cptsgo_000006509.jpg,,,,,,,,,,,,,,,,,,,,,,,,,
28437,https://repositoriodigital.ohc.cu/s/repositoriodigital/item/28437,Still Image,dctype:StillImage,,True,4;24492,Colección de Postales de Santiago Gutierrez Oceguera,28457;28458,,Cádiz,Ediciones Arribas-Zaragoza,Transporte terrestre;Casas;Alumbrado público;Mar;Cádiz;España;Ediciones Arribas-Zaragoza,"Tarjeta Postal con vista de una de las Avenidas en Cádiz, Andalucía (España).",,S/F,,"14,9 cm. x 10,6 cm.",11916,,es,,,,,,,,,,,,España,,,,,,,,,,,,ohcah_cptsgo_000006510.jpg;ohcah_cptsgo_000006511.jpg,,,,,,,,,,,,,,,,,,,,,,,,,
28438,https://repositoriodigital.ohc.cu/s/repositoriodigital/item/28438,Still Image,dctype:StillImage,,True,4;24492,Colección de Postales de Santiago Gutierrez Oceguera,28459;28460,,El Gastor,"Ediciones Cinefilm;Roig, Antonio",Calles;Cádiz;España;Ediciones Cinefilm,"Tarjeta Postal con perpectiva general del pueblo El Gastor o ""Balcón de los pueblos blancos"" en Cádiz, Andalucía (España). Distribuidor exclusivo Tele-club Comarcal de El Gastor.",,S/F,,"15 cm. x 10,5 cm.",11917,,es;fr;en;de,,,,,,,,,,,,España,,,,,,,,,,,,ohcah_cptsgo_000006512.jpg;ohcah_cptsgo_000006513.jpg,,,,,,,,,,,,Fotógrafo,,,,,,,,,,,,,
28439,https://repositoriodigital.ohc.cu/s/repositoriodigital/item/28439,Still Image,dctype:StillImage,,True,4;24492,Colección de Postales de Santiago Gutierrez Oceguera,28461;28462,,Javea,"Hermanos Galiana-Callosa de Ensarría;Velduque, Rosa",Avenidas;Mar;Árboles;Cultivos;Canales;Javea;España;Hermanos Galiana-Callosa de Ensarría,"Tarjeta Postal con vista general aérea del pueblo de Javea en Alicante, Valencia (España) y al fondo el Parque natural del Masizo del Montgó. Fotografía de Hermanos Galiana-Callosa de Ensarria. En el anverso de la postal aparece el escudo de la ciudad y en la parte trasera se muestra un mensaje en español de Rafa, un timbre de color rosado con la imagen de Francisco Franco y valor de dos pecetas y un cuño fechado el 28 de mayo de 1975.",,S/F;may.,,"14,9 cm. x 10,5 cm.",11918,,es;fr;en,,,,,,,,,,,,España,,,,,,,,,,,,ohcah_cptsgo_000006514.jpg;ohcah_cptsgo_000006515.jpg,,,,,,,,,,,,Destinataria,,,,,,,,,,,,,
28440,https://repositoriodigital.ohc.cu/s/repositoriodigital/item/28440,Still Image,dctype:StillImage,,True,4;24492,Colección de Postales de Santiago Gutierrez Oceguera,28463;28464,,Estepona,"Postales Costa del Sol;Castañeda, Rosa",Macetas;Calles;Carros;Faroles;Señales de tránsito;Tendido eléctrico;Estepona;España;Postales Costa del Sol,"Tarjeta Postal con perspectiva parcial de la Calle del Castillo en Estepona, Andalucía (España). Al dorso de la postal se presenta un mensaje en español de Mayte para Rosa Castañeda, una estampa de color morado con la imagen de Francisco Franco por un valor de dos pecetas y un cuño fechado en agosto de 1972.",,S/F;may.,,"10,5 cm. x 14,8 cm.",11919,,es;en;fr;de,,,,,,,,,,,,España,,,,,,,,,,,,ohcah_cptsgo_000006516.jpg;ohcah_cptsgo_000006517.jpg,,,,,,,,,,,,Destinataria,,,,,,,,,,,,,
28441,https://repositoriodigital.ohc.cu/s/repositoriodigital/item/28441,Still Image,dctype:StillImage,,True,4;24492,Colección de Postales de Santiago Gutierrez Oceguera,28465;28466,,La Coruña,"Ediciones Arribas-Zaragoza;Pepe, Teresita de;Pent, J.",Embarcaciones;Alumbrado público;Transporte terrestre;La Coruña;España;Ediciones Arribas-Zaragoza,"Tarjeta Postal con vista parcial de la Playa de Riazor y sus bañistas en La Coruña, Galicia (España). En la parte trasera de la postal aparece un mensaje en español de J. Pent para Teresita de Pepe, una estampilla de color rosado con imagen de Francisco Franco y valor de 20 pecetas, el logo de la editorial y un cuño prácticamente borroso.",,S/F;jul.,,"14,9 cm. x 10,5 cm.",11920,,es;fr;en,,,,,,,,,,,,España,,,,,,,,,,,,ohcah_cptsgo_000006518.jpg;ohcah_cptsgo_000006519.jpg,,,,,,,,,,,,Destinataria;Remitente,,,,,,,,,,,,,
28442,https://repositoriodigital.ohc.cu/s/repositoriodigital/item/28442,Still Image,dctype:StillImage,,True,4;24492,Colección de Postales de Santiago Gutierrez Oceguera,28467;28468,,Ribadeo,"Edicines Alarde;Prieto Gómez, Conchita",Ríos;Mar;Cultivos;Transporte terrestre;Embarcaciones;Árboles;Ribadeo;España;Ediciones Alarde,"Tarjeta Postal con vista aérea de la ciudad de Ribadeo en Galicia, España. En el reverso de la postal aparece un mensaje en español para Conchita Prieto Gómez, un sello postal de color verde con la imagen de Francisco Franco y valor de 1,50 pecetas y un cuño fechado el 23 de abril de 1969.",,1969,,"15 cm. x 10,4 cm.",11921,,es;fr;en,,,,,,,,,,,,Oviedo,,,,,,,,,,,,ohcah_cptsgo_000006520.jpg;ohcah_cptsgo_000006521.jpg,,,,,,,,,,,,Destinataria,,,,,,,,,,,,,
28443,https://repositoriodigital.ohc.cu/s/repositoriodigital/item/28443,Still Image,dctype:StillImage,,True,4;24492,Colección de Postales de Santiago Gutierrez Oceguera,28469;28470,,Arcos de la Frontera,"Ediciones Cinefilm;Castañeda, Rosa María",Árboles;Ríos;Cultivos;Puentes;Faroles;Rejas;Calles;Arcos de la Frontera;España;Ediciones Cinefilm,"Tarjeta Postal con vista panorámica desde el mirador Plaza España de Arcos de la Frontera en Cádiz, Andalucía (España). Al dorso de la postal aparece un mensaje en español de Gertrudis para Rosa María Castañeda, una estampilla de color rosado con la imagen de Francisco Franco por un valor de 2 pecestas y un cuño.",,S/F,,"14,9 cm. x 10,5 cm.",11922,,es;fr;en;de,,,,,,,,,,,,Málaga,,,,,,,,,,,,ohcah_cptsgo_000006522.jpg;ohcah_cptsgo_000006523.jpg,,,,,,,,,,,,Destinataria,,,,,,,,,,,,,
28444,https://repositoriodigital.ohc.cu/s/repositoriodigital/item/28444,Still Image,dctype:StillImage,,True,4;24492,Colección de Postales de Santiago Gutierrez Oceguera,28471;28472,,The Canadian,Sudbury News Service Ltd.,Líneas ferroviarias;Alumbrado público;Árboles;Tanques de agua;Sudbury;Canadá;Sudbury News Service Ltd.,"Tarjeta Postal con imagen de The Canadian Pacific Railway Station y the Transcontinental Train ""The Canadian"" en la estación de Sudbury en Ontario, Canadá. Publicado por Sudbury News Service Ltd. En la parte trasera de la postal se muestran un mensaje en inglés, una estampa de color rojo con la imagen de la reina Isabel II y dos cuños.",,S/F,,"13,9 cm. x 8,7 cm.",11923,,en,,,,,,,,,,,,Canadá,,,,,,,,,,,,ohcah_cptsgo_000006524.jpg;ohcah_cptsgo_000006525.jpg,,,,,,,,,,,,,,,,,,,,,,,,,
28445,https://repositoriodigital.ohc.cu/s/repositoriodigital/item/28445,Still Image,dctype:StillImage,,True,4;24492,Colección de Postales de Santiago Gutierrez Oceguera,28473;28474,,Estación del Metro Electrozavodskaia,"Imprenta nº3 Ivan Fedorov;Milyk, Terri",Pasajeros;Tallado en piedra;Moscú;Rusia;Imprenta nº3 Ivan Fedorov,"Tarjeta Postal con imagen del Vestíbulo Central de la Estación del Metro Electrozavodskaia en Moscú, Rusia. Al dorso de la postal aparece el nombre del destinatario, Terri Milyk y el emblema soviético.",,1960,,"13,5 cm. x 9,7 cm.",11924,,ru;de;fr;en,,,,,,,,,,,,Rusia,,,,,,,,,,,,ohcah_cptsgo_000006526.jpg;ohcah_cptsgo_000006527.jpg,,,,,,,,,,,,Destinatario,,,,,,,,,,,,,
28446,https://repositoriodigital.ohc.cu/s/repositoriodigital/item/28446,Still Image,dctype:StillImage,,True,4;24492,Colección de Postales de Santiago Gutierrez Oceguera,28475;28476,,La Junta,Editorial Orbe,Cuba;Editorial Orbe,"Tarjeta Postal con imagen de ""La Junta"", una de las primeras locomotoras de Cuba. Impreso en Cuba.",,S/F,,"14,7 cm. x 10,5 cm.",11925,,es,,,,,,,,,,,,Cuba,,,,,,,,,,,,ohcah_cptsgo_000006528.jpg;ohcah_cptsgo_000006529.jpg,,,,,,,,,,,,,,,,,,,,,,,,,
28447,https://repositoriodigital.ohc.cu/s/repositoriodigital/item/28447,Still Image,dctype:StillImage,,True,4;24492,Colección de Postales de Santiago Gutierrez Oceguera,28477;28478,,La Junta,S/A,Cuba,"Tarjeta Postal con imagen de ""La Junta"", locomotora del primer ferrocarril de Cuba. En la parte trasera de la postal se muestra el slogan ""Cuba alegre como su sol"".",,S/F,,"10,5 cm. x 14,7 cm.",11926,,es,,,,,,,,,,,,Cuba,,,,,,,,,,,,ohcah_cptsgo_000006530.jpg;ohcah_cptsgo_000006531.jpg,,,,,,,,,,,,,,,,,,,,,,,,,
28448,https://repositoriodigital.ohc.cu/s/repositoriodigital/item/28448,Still Image,dctype:StillImage,,True,4;24492,Colección de Postales de Santiago Gutierrez Oceguera,28479;28480,,Moscú,Editorial del Ministerio de Comunicaciones,Universidad Estatal de Moscú;Edificios;Árboles;Ríos;Calles;Alumbrado público;Moscú;Rusia;Editorial del Ministerio de Comunicaciones,"Tarjeta Postal con vista de un metro sobre un puente en Moscú, Rusia. Al dorso de la postal aparece escrito en español las palabras ""Recuerdos de Moscú"" y el timbre impreso en la misma postal con la imagen de Lenin.",,1977,,"10,5 cm. x 14,9 cm.",11927,,ru,,,,,,,,,,,,Rusia,,,,,,,,,,,,ohcah_cptsgo_000006532.jpg;ohcah_cptsgo_000006533.jpg,,,,,,,,,,,,,,,,,,,,,,,,,
28449,https://repositoriodigital.ohc.cu/s/repositoriodigital/item/28449,Still Image,dctype:StillImage,,True,4;24492,Colección de Postales de Santiago Gutierrez Oceguera,28481;28482,,Nueva Estación de Osaka,Seikyokudo,Kyoto;Japón;Seikyokudo,"Tarjeta Postal con imagen de la nueva Estación de trenes de Osaka en Japón. Construido para la New Tokaido Line y está ubicado a 1,4 km al norte de la estación de Osaka.",,S/F,,"14,1 cm. x 10,3 cm.",11928,,ja;en,,,,,,,,,,,,Japón,,,,,,,,,,,,ohcah_cptsgo_000006534.jpg;ohcah_cptsgo_000006535.jpg,,,,,,,,,,,,,,,,,,,,,,,,,
28450,https://repositoriodigital.ohc.cu/s/repositoriodigital/item/28450,Still Image,dctype:StillImage,,True,4;24492,Colección de Postales de Santiago Gutierrez Oceguera,28483;28484,,Estación Perovo,"Editorial Planeta;Pávlova, V.;Rogova, E.",Perovo;Rusia;Editorial Planeta,Tarjeta Postal con vista interior de la Estación de Perovo en Rusia.,,1981,,"14,8 cm. x 10,5 cm.",11929,,ru;en,,,,,,,,,,,,Rusia,,,,,,,,,,,,ohcah_cptsgo_000006536.jpg;ohcah_cptsgo_000006537.jpg,,,,,,,,,,,,Fotógrafo,,,,,,,,,,,,,
28451,https://repositoriodigital.ohc.cu/s/repositoriodigital/item/28451,Still Image,dctype:StillImage,,True,4;24492,Colección de Postales de Santiago Gutierrez Oceguera,28485;28486,,[Locomotora],S/A,,Tarjeta Postal con dibujo de la parte delantera de una locomotora de color rojo.,,S/F,,"10,1 cm. x 14,8 cm.",11930,,,,,,,,,,,,,,,,,,,,,,,,,,ohcah_cptsgo_000006538.jpg;ohcah_cptsgo_000006539.jpg,,,,,,,,,,,,,,,,,,,,,,,,,
28452,https://repositoriodigital.ohc.cu/s/repositoriodigital/item/28452,Still Image,dctype:StillImage,,True,4;24492,Colección de Postales de Santiago Gutierrez Oceguera,28487;28488,,Trencito del Parque Lenin,U.P.,Animales;Árboles;Líneas ferroviarias;La Habana;Cuba,"Tarjeta Postal con vista del Trencito del Parque Lenin en La Habana. En la parte trasera de la postal se muestra el slogan ""Cuba alegre como su sol"".",,S/F,,"14,6 cm. x 10,4 cm.",11931,,es;en;fr,,,,,,,,,,,,Cuba,,,,,,,,,,,,ohcah_cptsgo_000006540.jpg;ohcah_cptsgo_000006541.jpg,,,,,,,,,,,,,,,,,,,,,,,,,
28453,https://repositoriodigital.ohc.cu/s/repositoriodigital/item/28453,Still Image,dctype:StillImage,,True,4;24492,Colección de Postales de Santiago Gutierrez Oceguera,28489;28490,,Vagones de pasajeros en Wonsan,S/A,Árboles;Mecánicos;Almacenes;Wonsan;Corea del Norte,"Tarjeta Postal con vista parcial de una fábrica para la producción de vagones de pasajeros en Wonsan, Corea del Norte.",,S/F,,15 cm. x 10 cm.,11932,,ko;es;fr,,,,,,,,,,,,Corea del Norte,,,,,,,,,,,,ohcah_cptsgo_000006542.jpg;ohcah_cptsgo_000006543.jpg,,,,,,,,,,,,,,,,,,,,,,,,,
28455,https://repositoriodigital.ohc.cu/s/repositoriodigital/item/28455,Still Image,dctype:StillImage,,True,4;24492,Colección de Postales de Santiago Gutierrez Oceguera,28493;28494,,Estación del metro Gottwaldova,"Editorial Press CTK Foto;Solek, Vitézslav",Plantas;Praga;República Checa;Editorial Press CTK Foto,"Tarjeta Postal con vista  interior de la Estación del Metro Gottwaldova en Praga, República Checa. Al dorso de la postal se muestra el logo de la editorial.",,S/F,,"14,6 cm. x 10,5 cm.",11934,,sc;ru;en;fr,,,,,,,,,,,,República Checa,,,,,,,,,,,,ohcah_cptsgo_000006546.jpg;ohcah_cptsgo_000006547.jpg,,,,,,,,,,,,Fotógrafo,,,,,,,,,,,,,
28497,https://repositoriodigital.ohc.cu/s/repositoriodigital/item/28497,Still Image,dctype:StillImage,,True,4;24492,Colección de Postales de Santiago Gutierrez Oceguera,28517;28518,,Estación Frunzenskaya,"Editorial Planeta;Pávlova, V.;Rogova, E.",Tallado en piedra;Moscú;Rusia;Editorial Planeta,"Tarjeta Postal con vista interior de la Estación Frunzenskaya en Moscú, Rusia.",,1981,,"14,7 cm. x 10,5 cm.",11936,,ru;en,,,,,,,,,,,,Rusia,,,,,,,,,,,,ohcah_cptsgo_000006550.jpg;ohcah_cptsgo_000006551.jpg,,,,,,,,,,,,Fotógrafo,,,,,,,,,,,,,
28498,https://repositoriodigital.ohc.cu/s/repositoriodigital/item/28498,Still Image,dctype:StillImage,,True,4;24492,Colección de Postales de Santiago Gutierrez Oceguera,28519;28520,,Izmailovsky Park Station,"Editorial Planeta;Pávlova, V.;Rogova, E.",Tallado en piedra;Líneas ferroviarias;Pasajeros;Moscú;Rusia;Editorial Planeta,"Tarjeta Postal con vista interior de la Izmailovsky Park Station en Moscú, Rusia.",,1981,,"14,8 cm. x 10,5 cm.",11937,,ru;en,,,,,,,,,,,,Rusia,,,,,,,,,,,,ohcah_cptsgo_000006552.jpg;ohcah_cptsgo_000006553.jpg,,,,,,,,,,,,Fotógrafo,,,,,,,,,,,,,
28499,https://repositoriodigital.ohc.cu/s/repositoriodigital/item/28499,Still Image,dctype:StillImage,,True,4;24492,Colección de Postales de Santiago Gutierrez Oceguera,28521;28522,,Estación Mayakovskaya,"Editorial Planeta;Pávlova, V.;Rogova, E.",Moscú;Rusia;Editorial Planeta,"Tarjeta Postal con vista interior de la Estación Mayakovskaya en Moscú, Rusia.",,1981,,"14,9 cm. x 10,5 cm.",11938,,ru;en,,,,,,,,,,,,Rusia,,,,,,,,,,,,ohcah_cptsgo_000006554.jpg;ohcah_cptsgo_000006555.jpg,,,,,,,,,,,,Fotógrafo,,,,,,,,,,,,,
28500,https://repositoriodigital.ohc.cu/s/repositoriodigital/item/28500,Still Image,dctype:StillImage,,True,4;24492,Colección de Postales de Santiago Gutierrez Oceguera,28523;28524,,Estación Pushkinskaya,"Editorial Planeta;Pávlova, V.;Rogova, E.",Tallado en piedra;Tarjas;Pasajeros;Moscú;Rusia;Editorial Planeta,"Tarjeta Postal con tres imágenes de la Estación Pushkinskaya en Moscú, Rusia. Se exhiben las imágenes de una estatua, una tarja conmemorativa y el lobby donde se encuentra dicha estatua.",,1981,,"10,4 cm. x 14,8 cm.",11939,,ru;en,,,,,,,,,,,,Rusia,,,,,,,,,,,,ohcah_cptsgo_000006556.jpg;ohcah_cptsgo_000006557.jpg,,,,,,,,,,,,Fotógrafo,,,,,,,,,,,,,
28501,https://repositoriodigital.ohc.cu/s/repositoriodigital/item/28501,Still Image,dctype:StillImage,,True,4;24492,Colección de Postales de Santiago Gutierrez Oceguera,28525;28526,,Estación Arbatskaya,"Editorial Planeta;Pávlova, V.;Rogova, E.",Pasajeros;Tallado en piedra;Moscú;Rusia;Editorial Planeta,"Tarjeta Postal con imágenes de las lámparas y luminarias de la Estación Arbatskaya. Línea Arbatsko-Pokrovskaya en Moscú, Rusia.",,1981,,"10,5 cm. x 14,8 cm.",11940,,ru;en,,,,,,,,,,,,Rusia,,,,,,,,,,,,ohcah_cptsgo_000006558.jpg;ohcah_cptsgo_000006559.jpg,,,,,,,,,,,,Fotógrafo,,,,,,,,,,,,,
28502,https://repositoriodigital.ohc.cu/s/repositoriodigital/item/28502,Still Image,dctype:StillImage,,True,4;24492,Colección de Postales de Santiago Gutierrez Oceguera,28527;28528,,Estación Paveletskaya-Koltsevaya,"Editorial Planeta;Pávlova, V.;Rogova, E.",Moscú;Rusia;Editorial Planeta,"Tarjeta Postal con vista interior de la Estación Paveletskaya-Koltsevaya en Moscú, Rusia.",,1981,,"14,7 cm. x 10,5 cm.",11941,,ru;en,,,,,,,,,,,,Rusia,,,,,,,,,,,,ohcah_cptsgo_000006560.jpg;ohcah_cptsgo_000006561.jpg,,,,,,,,,,,,Fotógrafo,,,,,,,,,,,,,
28503,https://repositoriodigital.ohc.cu/s/repositoriodigital/item/28503,Still Image,dctype:StillImage,,True,4;24492,Colección de Postales de Santiago Gutierrez Oceguera,28529;28530,,Metro de Moscú,"Editorial Planeta;Pávlova, V.;Rogova, E.",Pasajeros;Moscú;Rusia;Editorial Planeta,Guarda para postales con imágenes de Palacios y salones del Metro de Moscú. En la parte delantera se muestra una imagen de la Estación Mayakovskaya y en la parte trasera de la Estación Arbatskaya.,,1981,,"14,9 cm. x 30,7 cm.",11942,,ru,,,,,,,,,,,,Rusia,,,,,,,,,,,,ohcah_cptsgo_000006562.jpg;ohcah_cptsgo_000006563.jpg,,,,,,,,,,,,Fotógrafo,,,,,,,,,,,,,
28504,https://repositoriodigital.ohc.cu/s/repositoriodigital/item/28504,Still Image,dctype:StillImage,,True,4;24492,Colección de Postales de Santiago Gutierrez Oceguera,28531;28532,,Metro de Novokuznetsk,"Editorial Planeta;Pávlova, V.;Rogova, E.",Edificios;Calles;Transeúntes;Líneas ferroviarias;Pasajeros;Moscú;Rusia;Editorial Planeta,"Tarjeta Postal con vista delantera de un metro en la ciudad de Novokuznetsk, Rusia. Al dorso de la postal se muestra una dirección y un cuño.",,1972,,"13,9 cm. x 9,1 cm.",11943,,ru,,,,,,,,,,,,Rusia,,,,,,,,,,,,ohcah_cptsgo_000006564.jpg;ohcah_cptsgo_000006565.jpg,,,,,,,,,,,,Fotógrafo,,,,,,,,,,,,,
28505,https://repositoriodigital.ohc.cu/s/repositoriodigital/item/28505,Still Image,dctype:StillImage,,True,4;24492,Colección de Postales de Santiago Gutierrez Oceguera,28533;28534,,Feliz Año Nuevo,"Edición del Ministerio de Comunicaciones;Dergileva, I.",,Tarjeta Postal de felicitación por el año nuevo con imagen de Santa Claus y un niño con el traje típico navideño. En el anverso de la postal aparecen las palabras de felicitación en idioma ruso y en el reverso se muestra un mensaje.,,1972,,"14,6 cm. x 10,3 cm.",11944,,ru,,,,,,,,,,,,Rusia,,,,,,,,,,,,ohcah_cptsgo_000006566.jpg;ohcah_cptsgo_000006567.jpg,,,,,,,,,,,,Fotógrafo,,,,,,,,,,,,,
28506,https://repositoriodigital.ohc.cu/s/repositoriodigital/item/28506,Still Image,dctype:StillImage,,True,4;24492,Colección de Postales de Santiago Gutierrez Oceguera,28535;28536,,Feliz Año Nuevo,"Edición del Ministerio de Comunicaciones;Krutsko, B.",Moscú;Rusia;Editorial Planeta,Tarjeta Postal de felicitación por el año nuevo con imagen de tres campanas decorativas. En el anverso de la postal aparecen las palabras de felicitación en idioma ruso.,,1973,,"14,8 cm. x 10,4 cm.",11945,,ru,,,,,,,,,,,,Rusia,,,,,,,,,,,,ohcah_cptsgo_000006568.jpg;ohcah_cptsgo_000006569.jpg,,,,,,,,,,,,Fotógrafo,,,,,,,,,,,,,
28507,https://repositoriodigital.ohc.cu/s/repositoriodigital/item/28507,Still Image,dctype:StillImage,,True,4;24492,Colección de Postales de Santiago Gutierrez Oceguera,28537;28538,,Feliz Año Nuevo,"Edición del Ministerio de Comunicaciones;Raskina, B.;Pechersky, I.",Esferas;Moscú;Rusia;Editorial Planeta,Tarjeta Postal de felicitación por el año nuevo con imagen de guirnaldas y adornos navideños. En el anverso de la postal aparecen las palabras de felicitación en idioma ruso y en el reverso se muestra un mensaje en idioma ruso también.,,1974,,"8,9 cm. x 13,9 cm.",11946,,ru,,,,,,,,,,,,Rusia,,,,,,,,,,,,ohcah_cptsgo_000006570.jpg;ohcah_cptsgo_000006571.jpg,,,,,,,,,,,,Fotógrafo;Editor,,,,,,,,,,,,,
28508,https://repositoriodigital.ohc.cu/s/repositoriodigital/item/28508,Still Image,dctype:StillImage,,True,4;24492,Colección de Postales de Santiago Gutierrez Oceguera,28539;28540,,Feliz Año Nuevo,"Edición del Ministerio de Comunicaciones;Kadysheva, V.;Gordeeva, I.",Moscú;Rusia;Editorial Planeta,Tarjeta Postal de felicitación por el año nuevo con imagen de un bosque cubierto de nieve. En el anverso de la postal aparecen las palabras de felicitación en idioma ruso y en el reverso se muestra un mensaje en español.,,1975,,"13,9 cm. x 8,9 cm.",11947,,ru,,,,,,,,,,,,Rusia,,,,,,,,,,,,ohcah_cptsgo_000006572.jpg;ohcah_cptsgo_000006573.jpg,,,,,,,,,,,,Fotógrafo;Editor,,,,,,,,,,,,,
